zone,bhk_type,construction_status,carpet_area,bulit_area,super_bulit_area,price_value,nearbylocation,facility,luxury_facility_scores,luxury_category,Latitude,Longitude,apartment_name,apartment_loc,price_per_sqft,price_range,area_range
east,4,Moderatly Old,,6873.0,7648.0,10.5,"['Bangalore Nama Metro', 'Ascendas Park Square Mall', 'SH 35, Narayanappa Garden', 'Gopalan Pre University College', 'Kidz Pathshala Hoodi', 'Manipal Hospital Whitefield', 'Hindustan Aeronautics Limited Airport', 'Hoodi Railway station']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",143.0,medium,12.9875,77.7085,Total Environment Windmills of Your Mind,Whitefield,13729.07949790795,> 2Cr,> 2500 sqft
east,4,Relatively New,,2723.0,3030.0,5.5,"['Swami Vivekananda Road Metro Station', 'Gopalan Signature Mall', 'Old Madras Road', 'National Public School', 'Bengaluru City University', 'Manipal Hospital', 'Kempegowda International Airport', 'KSR Bengaluru City Junction', 'Vasants Business Park', 'The Leela Palace Bengaluru', 'Funworld Water Park', 'Karnataka Golf Association', 'M. Chinnaswamy Stadium']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",164.0,high,12.9655,77.6455,Prestige Leela Residences,Kodihalli,18151.81518151815,> 2Cr,> 2500 sqft
east,4,Relatively New,3000.0,3564.0,4016.63,5.5,"['Swami Vivekananda Road Metro Station', 'Gopalan Signature Mall', 'Old Madras Road', 'National Public School', 'Bengaluru City University', 'Manipal Hospital', 'Kempegowda International Airport', 'KSR Bengaluru City Junction', 'Vasants Business Park', 'The Leela Palace Bengaluru', 'Funworld Water Park', 'Karnataka Golf Association', 'M. Chinnaswamy Stadium']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",166.0,high,12.9655,77.6455,Prestige Leela Residences,Kodihalli,13693.07105708019,> 2Cr,> 2500 sqft
east,4,Under Construction,,2426.0,2700.0,3.0,"['Hosa Road Metro Station9', 'Market Square Mall Sarjapur Road', 'SH 35', 'Harvest International School', 'Dayananda Sagar University2', 'Manipal Hospital Sarjapur Road', 'Kempegowda International Airport', 'KSR Bengaluru City Junction', 'Wipro Limited - SEZ', 'DoubleTree Suites by Hilton Hotel', 'Kala Bhoomi Amusement&Exhibition', 'Karnataka Golf Association', 'Atal Bihari Vajpayee Stadium']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']",67.0,medium,12.8925,77.7795,Godrej Park Retreat,Sarjapur Road,11111.111111111111,> 2Cr,2000-2500 sqft
east,4,Under Construction,,2426.0,2700.0,3.5,"['Hosa Road Metro Station9', 'Market Square Mall Sarjapur Road', 'SH 35', 'Harvest International School', 'Dayananda Sagar University2', 'Manipal Hospital Sarjapur Road', 'Kempegowda International Airport', 'KSR Bengaluru City Junction', 'Wipro Limited - SEZ', 'DoubleTree Suites by Hilton Hotel', 'Kala Bhoomi Amusement&Exhibition', 'Karnataka Golf Association', 'Atal Bihari Vajpayee Stadium']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Visitor Parking', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']",202.0,high,12.8925,77.7795,Godrej Park Retreat,Sarjapur Road,12962.962962962964,> 2Cr,2000-2500 sqft
east,4,New Property,,2426.0,2700.0,2.6,"['Hosa Road Metro Station9', 'Market Square Mall Sarjapur Road', 'SH 35', 'Harvest International School', 'Dayananda Sagar University2', 'Manipal Hospital Sarjapur Road', 'Kempegowda International Airport', 'KSR Bengaluru City Junction', 'Wipro Limited - SEZ', 'DoubleTree Suites by Hilton Hotel', 'Kala Bhoomi Amusement&Exhibition', 'Karnataka Golf Association', 'Atal Bihari Vajpayee Stadium']","['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']",52.0,medium,12.8925,77.7795,Godrej Park Retreat,Sarjapur Road,9629.62962962963,> 2Cr,2000-2500 sqft
east,4,New Property,,3555.0,4006.48,3.5,"['ITPL Metro Station', 'Nexus Shantiniketan', 'Whitefield Road', 'Prajval Vidyanikethan School', 'Garden City University', 'Svastha Hospital', 'Kempegowda International Airport', 'Whitefield Railway Station', 'nternational Tech Park Bangalore(ITPB)', 'Fairfield by Marriott', 'Bhattarahalli Indoor Stadium']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",98.0,medium,12.9875,77.7085,Prestige Waterford,Whitefield,8735.847926359298,> 2Cr,> 2500 sqft
east,4,New Property,,2525.0,2845.68,3.4,"['ITPL Metro Station', 'Nexus Shantiniketan', 'Whitefield Road', 'Prajval Vidyanikethan School', 'Garden City University', 'Svastha Hospital', 'Kempegowda International Airport', 'Whitefield Railway Station', 'nternational Tech Park Bangalore(ITPB)', 'Fairfield by Marriott', 'Bhattarahalli Indoor Stadium']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",141.0,medium,12.9875,77.7085,Prestige Waterford,Whitefield,11947.935115684126,> 2Cr,> 2500 sqft
east,4,Moderatly Old,,4017.0,4527.16,3.9,"['Pattandur agrahara metro station', 'Hanuman Temple', 'Swami Vivekananda Ashrama', 'Hoodi Mosque', 'Citi bank ATM', 'Punjab national bank ATM', 'Canara bank ATM', 'Axis bank ATM', 'Hdfc bank ATM', 'Icici bank ATM', 'State bank of mysore ATM', 'Cloud Nine Hospital', 'Narayana Multispeciality Hospital', 'Sancheswar Clinic', 'Apollo Pharmacy', 'Srinivasa Medicals', 'SNR Pharmacy', 'International Tech Park', 'Nandini Restaurant Parking', 'Gopalan Global Axis Open Parking Entrance', 'Bharat Petroleum', 'State bank of india', 'Punjab national bank', 'Axis bank', 'Q Cinemas', 'Starbucks', 'Dot Yum', 'The Palet', 'Nandhini', 'Sri Udupi Park', 'The Creek', 'Khaaja Chowk', 'Chillys', 'Srinidhi Sagar', 'Habanero', 'Bakasur', 'Barbeque Nation', ""Swensen's Ice-cream"", 'Punjabi by Nature 2.0', 'Andhra biryanis', ""Domino's Pizza"", 'Five Star Chicken', 'Oota', 'Windmills Craftworks', 'Hoodi Primary School', 'Hoodi High School', 'Hoodi railway station', 'ExxonMobil Services and Technology Private Limited', 'Mercedes-Benz Research and Development India', 'McKinsey & Company New Ventures']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",20.0,low,12.9875,77.7085,Prestige Shantiniketan The Business Precinct,Whitefield,8614.67233320669,> 2Cr,> 2500 sqft
east,4,Moderatly Old,,4126.0,4650.0,4.35,"['Pattandur agrahara metro station', 'Hanuman Temple', 'Swami Vivekananda Ashrama', 'Hoodi Mosque', 'Citi bank ATM', 'Punjab national bank ATM', 'Canara bank ATM', 'Axis bank ATM', 'Hdfc bank ATM', 'Icici bank ATM', 'State bank of mysore ATM', 'Cloud Nine Hospital', 'Narayana Multispeciality Hospital', 'Sancheswar Clinic', 'Apollo Pharmacy', 'Srinivasa Medicals', 'SNR Pharmacy', 'International Tech Park', 'Nandini Restaurant Parking', 'Gopalan Global Axis Open Parking Entrance', 'Bharat Petroleum', 'State bank of india', 'Punjab national bank', 'Axis bank', 'Q Cinemas', 'Starbucks', 'Dot Yum', 'The Palet', 'Nandhini', 'Sri Udupi Park', 'The Creek', 'Khaaja Chowk', 'Chillys', 'Srinidhi Sagar', 'Habanero', 'Bakasur', 'Barbeque Nation', ""Swensen's Ice-cream"", 'Punjabi by Nature 2.0', 'Andhra biryanis', ""Domino's Pizza"", 'Five Star Chicken', 'Oota', 'Windmills Craftworks', 'Hoodi Primary School', 'Hoodi High School', 'Hoodi railway station', 'ExxonMobil Services and Technology Private Limited', 'Mercedes-Benz Research and Development India', 'McKinsey & Company New Ventures']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",47.0,low,12.9875,77.7085,Prestige Shantiniketan The Business Precinct,Whitefield,9354.838709677419,> 2Cr,> 2500 sqft
east,4,Moderatly Old,,4626.0,5148.0,4.8,"['Pattandur agrahara metro station', 'Hanuman Temple', 'Swami Vivekananda Ashrama', 'Hoodi Mosque', 'Citi bank ATM', 'Punjab national bank ATM', 'Canara bank ATM', 'Axis bank ATM', 'Hdfc bank ATM', 'Icici bank ATM', 'State bank of mysore ATM', 'Cloud Nine Hospital', 'Narayana Multispeciality Hospital', 'Sancheswar Clinic', 'Apollo Pharmacy', 'Srinivasa Medicals', 'SNR Pharmacy', 'International Tech Park', 'Nandini Restaurant Parking', 'Gopalan Global Axis Open Parking Entrance', 'Bharat Petroleum', 'State bank of india', 'Punjab national bank', 'Axis bank', 'Q Cinemas', 'Starbucks', 'Dot Yum', 'The Palet', 'Nandhini', 'Sri Udupi Park', 'The Creek', 'Khaaja Chowk', 'Chillys', 'Srinidhi Sagar', 'Habanero', 'Bakasur', 'Barbeque Nation', ""Swensen's Ice-cream"", 'Punjabi by Nature 2.0', 'Andhra biryanis', ""Domino's Pizza"", 'Five Star Chicken', 'Oota', 'Windmills Craftworks', 'Hoodi Primary School', 'Hoodi High School', 'Hoodi railway station', 'ExxonMobil Services and Technology Private Limited', 'Mercedes-Benz Research and Development India', 'McKinsey & Company New Ventures']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",214.0,high,12.9875,77.7085,Prestige Shantiniketan The Business Precinct,Whitefield,9324.009324009325,> 2Cr,> 2500 sqft
east,4,New Property,,2651.0,2950.0,4.0,"['Baiyappanahalli', 'VR Bengaluru', 'NH 44', 'EuroSchool Whitefield', 'Gopalan Pre University College', 'Government Hospital', 'Sri NMPC Hospital', 'Kempegowda Int. airport', 'KR Puram Junction', 'Bhoruka Technology Park', 'Zostel Bangalore', 'Fun World Amusement Park', 'Karnataka Golf Association', 'Sri Kanteerava Outdoor Stadium']","['Power Back-up', 'Security / Fire Alarm', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Visitor Parking', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",144.0,medium,12.9875,77.7085,Godrej United,Whitefield,13559.322033898305,> 2Cr,> 2500 sqft
east,4,New Property,,2650.0,2949.0,3.8,"['Baiyappanahalli', 'VR Bengaluru', 'NH 44', 'EuroSchool Whitefield', 'Gopalan Pre University College', 'Government Hospital', 'Sri NMPC Hospital', 'Kempegowda Int. airport', 'KR Puram Junction', 'Bhoruka Technology Park', 'Zostel Bangalore', 'Fun World Amusement Park', 'Karnataka Golf Association', 'Sri Kanteerava Outdoor Stadium']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Visitor Parking', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",217.0,high,12.9875,77.7085,Godrej United,Whitefield,12885.723974228553,> 2Cr,> 2500 sqft
east,4,Relatively New,4000.0,4753.0,5356.63,5.1,"['Looking Good Furniture', 'St. Theresa Novitiate', 'Sri Devi Karumariamman Temple', 'Veeranjaneya Devasthana', 'Sri Devi Karumariamman Temple Mahadwara', 'Shree Ramakrishna Temple', 'Jamma Masjid', 'Sri Kalikamba Temple', 'Agarwal Eye Hospital', 'Apoorva Dental Clinic', 'Hair Loss Treatment in Bangalore - Hairline International', 'Vasan Eye Care', 'Revive Aesthetic Clinic Skin Hair And Laser Center', 'Sai Dental Clinic', '24x7 Pharmacy', 'National Pharma', 'Pushpa Medicals', 'V-Care Pharma', 'Vignesh medicals', 'Apollo Pharmacy', ""Visitor's Car Park"", 'Jagriti Theatre', 'Vijaya bank', 'City union bank', 'Bhagini Park', 'Cafe Coffee Day', ""Kolkata's"", 'Pizza Hut PHD', 'The Biere Street', 'Chin Chin', 'Refresh', 'Moriz Restaurant', ""Glen's Bakehouse"", 'Whitefield Dum Biriyani', 'Udupi Delecacy', 'Saffron Patch', 'Blend - Royal Orchid Suites', 'The Fat Chef', 'Money Heist Bar & Restaurant', ""Domino's Pizza"", 'Herbs and Spices', 'Shri Lakshmi Vaibhava', 'Mayuri', 'Neev School', 'Chrysalis Kids', 'Little Millenium', 'Vivero International Preschool', 'Viha', 'Delhi Public School', 'Kideens']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",217.0,high,12.9875,77.7085,Brigade Cosmopolis,Whitefield,9520.91146859126,> 2Cr,> 2500 sqft
east,4,Relatively New,4500.0,5347.0,6026.07,5.7,"['Looking Good Furniture', 'St. Theresa Novitiate', 'Sri Devi Karumariamman Temple', 'Veeranjaneya Devasthana', 'Sri Devi Karumariamman Temple Mahadwara', 'Shree Ramakrishna Temple', 'Jamma Masjid', 'Sri Kalikamba Temple', 'Agarwal Eye Hospital', 'Apoorva Dental Clinic', 'Hair Loss Treatment in Bangalore - Hairline International', 'Vasan Eye Care', 'Revive Aesthetic Clinic Skin Hair And Laser Center', 'Sai Dental Clinic', '24x7 Pharmacy', 'National Pharma', 'Pushpa Medicals', 'V-Care Pharma', 'Vignesh medicals', 'Apollo Pharmacy', ""Visitor's Car Park"", 'Jagriti Theatre', 'Vijaya bank', 'City union bank', 'Bhagini Park', 'Cafe Coffee Day', ""Kolkata's"", 'Pizza Hut PHD', 'The Biere Street', 'Chin Chin', 'Refresh', 'Moriz Restaurant', ""Glen's Bakehouse"", 'Whitefield Dum Biriyani', 'Udupi Delecacy', 'Saffron Patch', 'Blend - Royal Orchid Suites', 'The Fat Chef', 'Money Heist Bar & Restaurant', ""Domino's Pizza"", 'Herbs and Spices', 'Shri Lakshmi Vaibhava', 'Mayuri', 'Neev School', 'Chrysalis Kids', 'Little Millenium', 'Vivero International Preschool', 'Viha', 'Delhi Public School', 'Kideens']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",208.0,high,12.9875,77.7085,Brigade Cosmopolis,Whitefield,9458.901074829864,> 2Cr,> 2500 sqft
east,4,Relatively New,,3047.0,3390.0,4.4,"['Looking Good Furniture', 'St. Theresa Novitiate', 'Sri Devi Karumariamman Temple', 'Veeranjaneya Devasthana', 'Sri Devi Karumariamman Temple Mahadwara', 'Shree Ramakrishna Temple', 'Jamma Masjid', 'Sri Kalikamba Temple', 'Agarwal Eye Hospital', 'Apoorva Dental Clinic', 'Hair Loss Treatment in Bangalore - Hairline International', 'Vasan Eye Care', 'Revive Aesthetic Clinic Skin Hair And Laser Center', 'Sai Dental Clinic', '24x7 Pharmacy', 'National Pharma', 'Pushpa Medicals', 'V-Care Pharma', 'Vignesh medicals', 'Apollo Pharmacy', ""Visitor's Car Park"", 'Jagriti Theatre', 'Vijaya bank', 'City union bank', 'Bhagini Park', 'Cafe Coffee Day', ""Kolkata's"", 'Pizza Hut PHD', 'The Biere Street', 'Chin Chin', 'Refresh', 'Moriz Restaurant', ""Glen's Bakehouse"", 'Whitefield Dum Biriyani', 'Udupi Delecacy', 'Saffron Patch', 'Blend - Royal Orchid Suites', 'The Fat Chef', 'Money Heist Bar & Restaurant', ""Domino's Pizza"", 'Herbs and Spices', 'Shri Lakshmi Vaibhava', 'Mayuri', 'Neev School', 'Chrysalis Kids', 'Little Millenium', 'Vivero International Preschool', 'Viha', 'Delhi Public School', 'Kideens']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",147.0,medium,12.9875,77.7085,Brigade Cosmopolis,Whitefield,12979.351032448378,> 2Cr,> 2500 sqft
east,4,New Property,3600.0,3774.0,3640.0,4.8,"['Looking Good Furniture', 'St. Theresa Novitiate', 'Sri Devi Karumariamman Temple', 'Veeranjaneya Devasthana', 'Sri Devi Karumariamman Temple Mahadwara', 'Shree Ramakrishna Temple', 'Jamma Masjid', 'Sri Kalikamba Temple', 'Agarwal Eye Hospital', 'Apoorva Dental Clinic', 'Hair Loss Treatment in Bangalore - Hairline International', 'Vasan Eye Care', 'Revive Aesthetic Clinic Skin Hair And Laser Center', 'Sai Dental Clinic', '24x7 Pharmacy', 'National Pharma', 'Pushpa Medicals', 'V-Care Pharma', 'Vignesh medicals', 'Apollo Pharmacy', ""Visitor's Car Park"", 'Jagriti Theatre', 'Vijaya bank', 'City union bank', 'Bhagini Park', 'Cafe Coffee Day', ""Kolkata's"", 'Pizza Hut PHD', 'The Biere Street', 'Chin Chin', 'Refresh', 'Moriz Restaurant', ""Glen's Bakehouse"", 'Whitefield Dum Biriyani', 'Udupi Delecacy', 'Saffron Patch', 'Blend - Royal Orchid Suites', 'The Fat Chef', 'Money Heist Bar & Restaurant', ""Domino's Pizza"", 'Herbs and Spices', 'Shri Lakshmi Vaibhava', 'Mayuri', 'Neev School', 'Chrysalis Kids', 'Little Millenium', 'Vivero International Preschool', 'Viha', 'Delhi Public School', 'Kideens']","['Power Back-up', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting', 'Water softening plant']",203.0,high,12.9875,77.7085,Brigade Cosmopolis,Whitefield,13186.813186813188,> 2Cr,> 2500 sqft
east,4,New Property,3300.0,3484.0,3390.0,4.6,"['Looking Good Furniture', 'St. Theresa Novitiate', 'Sri Devi Karumariamman Temple', 'Veeranjaneya Devasthana', 'Sri Devi Karumariamman Temple Mahadwara', 'Shree Ramakrishna Temple', 'Jamma Masjid', 'Sri Kalikamba Temple', 'Agarwal Eye Hospital', 'Apoorva Dental Clinic', 'Hair Loss Treatment in Bangalore - Hairline International', 'Vasan Eye Care', 'Revive Aesthetic Clinic Skin Hair And Laser Center', 'Sai Dental Clinic', '24x7 Pharmacy', 'National Pharma', 'Pushpa Medicals', 'V-Care Pharma', 'Vignesh medicals', 'Apollo Pharmacy', ""Visitor's Car Park"", 'Jagriti Theatre', 'Vijaya bank', 'City union bank', 'Bhagini Park', 'Cafe Coffee Day', ""Kolkata's"", 'Pizza Hut PHD', 'The Biere Street', 'Chin Chin', 'Refresh', 'Moriz Restaurant', ""Glen's Bakehouse"", 'Whitefield Dum Biriyani', 'Udupi Delecacy', 'Saffron Patch', 'Blend - Royal Orchid Suites', 'The Fat Chef', 'Money Heist Bar & Restaurant', ""Domino's Pizza"", 'Herbs and Spices', 'Shri Lakshmi Vaibhava', 'Mayuri', 'Neev School', 'Chrysalis Kids', 'Little Millenium', 'Vivero International Preschool', 'Viha', 'Delhi Public School', 'Kideens']","['Power Back-up', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting', 'Water softening plant']",198.0,high,12.9875,77.7085,Brigade Cosmopolis,Whitefield,13569.321533923305,> 2Cr,> 2500 sqft
east,4,New Property,3600.0,3774.0,3640.0,4.5,"['Looking Good Furniture', 'St. Theresa Novitiate', 'Sri Devi Karumariamman Temple', 'Veeranjaneya Devasthana', 'Sri Devi Karumariamman Temple Mahadwara', 'Shree Ramakrishna Temple', 'Jamma Masjid', 'Sri Kalikamba Temple', 'Agarwal Eye Hospital', 'Apoorva Dental Clinic', 'Hair Loss Treatment in Bangalore - Hairline International', 'Vasan Eye Care', 'Revive Aesthetic Clinic Skin Hair And Laser Center', 'Sai Dental Clinic', '24x7 Pharmacy', 'National Pharma', 'Pushpa Medicals', 'V-Care Pharma', 'Vignesh medicals', 'Apollo Pharmacy', ""Visitor's Car Park"", 'Jagriti Theatre', 'Vijaya bank', 'City union bank', 'Bhagini Park', 'Cafe Coffee Day', ""Kolkata's"", 'Pizza Hut PHD', 'The Biere Street', 'Chin Chin', 'Refresh', 'Moriz Restaurant', ""Glen's Bakehouse"", 'Whitefield Dum Biriyani', 'Udupi Delecacy', 'Saffron Patch', 'Blend - Royal Orchid Suites', 'The Fat Chef', 'Money Heist Bar & Restaurant', ""Domino's Pizza"", 'Herbs and Spices', 'Shri Lakshmi Vaibhava', 'Mayuri', 'Neev School', 'Chrysalis Kids', 'Little Millenium', 'Vivero International Preschool', 'Viha', 'Delhi Public School', 'Kideens']","['Power Back-up', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting', 'Water softening plant']",27.0,low,12.9875,77.7085,Brigade Cosmopolis,Whitefield,12362.637362637362,> 2Cr,> 2500 sqft
east,4,New Property,3100.0,3683.0,4150.74,4.5,"['The Forum Neighbourhood Mall', 'Whitefield Main road', ""St. Joseph's Convent School"", 'MVJ College of Engineering', 'Sai Baba Hospital', 'Kempegowda International Airport', 'The Whitefield Club', 'Whitefield Railway station', 'Hotel Royal Orchid Suites', 'Foot ball Training Court']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",62.0,medium,12.9875,77.7085,Prestige White Meadows,Whitefield,10841.440321484844,> 2Cr,> 2500 sqft
east,4,Moderatly Old,,2480.0,2760.0,5.5,"['Iblur Sri Doddamma Temple', 'Andhra bank ATM', 'State bank of travancore ATM', 'Shaivi Homeopathic Clinic', '32Smiles Multispecialty Dental clinic', 'Sunny Medicals Hospital Clinic', 'Aditi Dental Care', 'SK Eye and Skin Clinic', 'Narayana Hrudayalaya Dental Clinic', 'Ittina Wellness Centre', 'Ittina Welness', 'Dr. Levine Memorial Hospital', 'Sri Manjunath Medical & General stores', 'Apollo Pharmacy', 'Axis bank', 'Andhra bank', 'Uco bank', 'Hdfc bank', 'State bank of india', 'Posh Palates', 'Spicy Hub', 'Mango Tree', 'Punjabi Times', 'Udupi Saviruchi', 'Pizza Hut Delivery PHD', 'Ira Residency', 'Ruh', 'Happy Endings', 'Asia Alive', 'Cafe Coffee Day', 'Little Elly', 'GHPS Ibaloor', 'High School', 'Microsoft', 'Brocade', 'SAP', 'Airvana', 'National Instruments', 'HSBC', 'Prestige', 'Sap Labs India Pvt Ltd', 'Movik', 'AT&T', 'DELL', 'GenPact', 'Adaptive Processes', 'Safran Engineering Services', 'Jio', 'K And D Venkateswara Foods Private Limited', 'Khosla Labs']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",24.0,low,12.9655,77.6455,DNR Reflection,Green Glen Layout,19927.536231884056,> 2Cr,2000-2500 sqft
