zone,bhk_type,construction_status,carpet_area,bulit_area,super_bulit_area,price_value,nearbylocation,facility,luxury_facility_scores,luxury_category,Latitude,Longitude,apartment_name,apartment_loc,price_per_sqft,price_range,area_range
east,1,Under Construction,,428.0,476.0,0.33,"[(' hospital', '500 m'), ('tshoskote junction', '1 kms'), ('new horizons school', '1 kms'), ('bharath matha school', '2 kms'), ('citizen school', '2 kms'), ('srinivasa hospital', '2 kms'), ('chaitanya medical center', '2 kms'), ('brigade pvr orion mall', '3 kms'), ('vibgyor school', '4 kms'), ('delhi public school', '7 kms'), ('forum value mall', '10 kms'), ('kr puram railway station', '12 kms'), ('byappanahalli metro station', '15 kms'), ('narasapura kiadb industrial area', '18 kms'), ('bangalore international airport', '25 kms')]","['Yoga/Meditation Area', ""Children's Play Area"", 'Jogging Track', 'Park', 'Gymnasium', 'Club House', 'Swimming Pool', 'Lounge', 'Amphitheatre']",70.0,medium,13.0755,77.7855,Triaxis Splendour Plus,Hoskote,6932.773109243697,< 50L,< 1000 sqft
east,1,Under Construction,,428.0,476.0,0.33,"[(' hospital', '500 m'), ('tshoskote junction', '1 kms'), ('new horizons school', '1 kms'), ('bharath matha school', '2 kms'), ('citizen school', '2 kms'), ('srinivasa hospital', '2 kms'), ('chaitanya medical center', '2 kms'), ('brigade pvr orion mall', '3 kms'), ('vibgyor school', '4 kms'), ('delhi public school', '7 kms'), ('forum value mall', '10 kms'), ('kr puram railway station', '12 kms'), ('byappanahalli metro station', '15 kms'), ('narasapura kiadb industrial area', '18 kms'), ('bangalore international airport', '25 kms')]","['Lounge', 'Gymnasium', 'Yoga/Meditation Area', 'Swimming Pool', ""Children's Play Area"", 'Amphitheatre', 'Jogging Track', 'Club House', 'Park']",70.0,medium,13.0755,77.7855,Triaxis Splendour Plus,Hoskote,6932.773109243697,< 50L,< 1000 sqft
east,1,New Property,,659.0,733.0,0.48,"['Whitefield Kadugodi Metro Station', 'Nexus Shantiniketan Mall', 'Soukya Road', 'NH648', 'Shri Ram Global School', 'MVJ College of Engineering', 'RKB Sanjeevini Hospital', 'Kempegowda International Airport', 'Devangonthi Railway Station']","['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",50.0,medium,12.9955,77.7655,Sowparnika Columns,Soukya Road,6548.431105047749,< 50L,< 1000 sqft
east,1,New Property,,567.0,674.0,0.39,"['Hoskote Government Hospital', 'Kempanna Nursing Home', 'Dhruva Nursing Home And Diagnostic Centre', 'Sri Srinivasa Hospital Bengaluru Rural', 'Ashwini Hospital', 'Mission Hospital Bengaluru Rural', 'Shreyas Maternity Home', 'G E F Eye Hospital']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",138.0,medium,12.8355,77.6555,BCD City Township,Nisarga Layout,5786.350148367953,< 50L,< 1000 sqft
east,1,New Property,,502.0,674.0,0.39,"['Hoskote Government Hospital', 'Kempanna Nursing Home', 'Dhruva Nursing Home And Diagnostic Centre', 'Sri Srinivasa Hospital Bengaluru Rural', 'Ashwini Hospital', 'Mission Hospital Bengaluru Rural', 'Shreyas Maternity Home', 'G E F Eye Hospital']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",123.0,medium,12.8355,77.6555,BCD City Township,Nisarga Layout,5786.350148367953,< 50L,< 1000 sqft
east,1,Relatively New,513.0,610.0,760.0,0.7,"['Kadugodi metro station', 'Orion Uptown Mall', 'NH75', 'Shree Meru International School', 'Garden City University', 'East Point Hospital', 'Kempegowda International Airport', 'Whitefield Railway']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",217.0,high,13.0155,77.7255,Brigade Buena Vista,Budigere,9210.526315789473,50L-1Cr,< 1000 sqft
east,1,New Property,,512.0,570.0,0.55,"['Forum Shantiniketan Mall', 'Soukya Road', 'MVJ College of Engineering', 'Shri Ram Global School', 'New Life Hospital', 'Kempegowda International Airport', 'Atal Bihari Botanical Garden', 'Radisson Blu Bengaluru ORR', 'Bangalore International Academy']","['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Visitor Parking', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",73.0,medium,12.9955,77.7655,Provident Capella,Samethanahalli,9649.122807017544,50L-1Cr,< 1000 sqft
east,1,New Property,,515.0,573.0,0.54,"['Whitefield Kadugodi Metro Station', 'Nexus Shantiniketan Mall', 'Soukya Road', 'NH648', 'Shri Ram Global School', 'MVJ College of Engineering', 'RKB Sanjeevini Hospital', 'Kempegowda International Airport', 'Devangonthi Railway Station']","['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",75.0,medium,12.9955,77.7655,Sowparnika Columns,Soukya Road,9424.083769633507,50L-1Cr,< 1000 sqft
east,1,New Property,,669.0,744.0,0.52,"['Whitefield Kadugodi Metro Station', 'Nexus Shantiniketan Mall', 'Soukya Road', 'NH648', 'Shri Ram Global School', 'MVJ College of Engineering', 'RKB Sanjeevini Hospital', 'Kempegowda International Airport', 'Devangonthi Railway Station']","['Power Back-up', 'Security / Fire Alarm', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",73.0,medium,12.9955,77.7655,Sowparnika Columns,Soukya Road,6989.247311827957,50L-1Cr,< 1000 sqft
east,1,Under Construction,372.0,493.0,605.0,0.65,"['Whitefield (Kadugodi) Metro Station', 'Ascendas Park Square Mall', 'Whitefield Hoskote Road', 'Belathur Main Road', 'Orchids The International School', 'MVJ College of Engineering', 'Svyasa University', 'Miracle Hospital', 'Kempegowda International Airport', 'Whitefield Railway Station', 'GR Tech Park Office Space', 'Four Points by Sheraton Bengaluru', 'Battarahalli Indoor Stadium', 'Sky Zone Bengaluru']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",90.0,medium,12.9875,77.7085,Godrej Splendour,Whitefield,10743.801652892562,50L-1Cr,< 1000 sqft
east,1,New Property,,600.0,676.2,0.66,"['Hosa Road Metro Station9', 'Market Square Mall Sarjapur Road', 'SH 35', 'Harvest International School', 'Dayananda Sagar University2', 'Manipal Hospital Sarjapur Road', 'Kempegowda International Airport', 'KSR Bengaluru City Junction', 'Wipro Limited - SEZ', 'DoubleTree Suites by Hilton Hotel', 'Kala Bhoomi Amusement&Exhibition', 'Karnataka Golf Association', 'Atal Bihari Vajpayee Stadium']","['Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center']",51.0,medium,12.8925,77.7795,Godrej Park Retreat,Sarjapur Road,9760.425909494232,50L-1Cr,< 1000 sqft
east,1,Under Construction,380.0,534.0,685.0,0.68,"['Sri Shubha Sapthagiri Convention Hall', 'New Baldwin International Residential School', 'Shiva Shakthi Industries And Rolling Mill']","['Feng Shui / Vaastu Compliant', 'Swimming Pool', 'Water Storage', 'No open drainage around', 'Rain Water Harvesting']",30.0,low,13.0155,77.7255,Brigade Citrine,Budigere Cross,9927.007299270075,50L-1Cr,< 1000 sqft
east,1,New Property,853.0,1013.0,1141.65,0.82,"['KR puram', 'Cambridge School', 'Sai Ram hospital', 'Hoodi Bus stand', 'K R puram Rly.station', 'Int. Tech Park']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'High Ceiling Height', 'Swimming Pool', 'No open drainage around', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",71.0,medium,12.9875,77.7085,Casagrand Royce,Hoodi,7182.586607103752,50L-1Cr,1000-1500 sqft
east,1,Relatively New,860.0,1022.0,1151.79,0.82,"['KR puram', 'Cambridge School', 'Sai Ram hospital', 'Hoodi Bus stand', 'K R puram Rly.station', 'Int. Tech Park']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",137.0,medium,12.9875,77.7085,Casagrand Royce,Hoodi,7119.353354344107,50L-1Cr,1000-1500 sqft
east,1,Under Construction,500.0,600.0,643.0,0.68,"['Shiva Temple', 'Mar Thoma Church', 'State bank of india ATM', 'State bank of india ATM', 'Hdfc bank ATM', 'Indicash ATM', 'Axis bank ATM', 'Canara bank ATM', 'Axis bank ATM', 'Maruthi clinic', 'Janani Clinic', 'Bright Smiles Family dental Care', 'Dental Zone- Dentist in Bangalore', 'Sanjeevini Clinic', 'Trust Chemists & Druggists', 'Slv Medical Store', 'medplus', 'Multi-level Car Parking', 'Vagdevi School Parking', ""Cisco Visitor's Parking"", 'Munekolala bus stand', 'Axis bank', 'Swati deluxe', 'Swathi', 'Sri Vishnu', 'Vagdevi School Canteen', 'Clubhouse Cafe', 'The Island', 'Fenix - Sunray Hotel', 'Chulha Bhatti', 'Mast Biryani', 'Khan Saheb', 'Bhagini', ""Faaso's"", 'Pizza Hut', ""Papa John's"", 'Jalsa Gold Restaurant', 'Float Rooftop Restaurant', 'Food Court', 'The Black Pearl', 'Bakery', 'Orchids The International School Panathur', 'Krishvi Gavakshi', 'Geethanchali olypiad', 'New Horizon Gurukul', 'Vagdevi Vilas super school', 'New Horizon Vidya Mandir', 'BGL 14', 'BGL 15', 'Harman']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting']",137.0,medium,12.9385,77.7165,Meda East Woods,Panathur,10575.42768273717,50L-1Cr,< 1000 sqft
east,1,Relatively New,,512.0,570.0,0.59,"['Forum Shantiniketan Mall', 'Soukya Road', 'MVJ College of Engineering', 'Shri Ram Global School', 'New Life Hospital', 'Kempegowda International Airport', 'Atal Bihari Botanical Garden', 'Radisson Blu Bengaluru ORR', 'Bangalore International Academy']","['Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",46.0,low,12.9955,77.7655,Provident Capella,Samethanahalli,10350.877192982456,50L-1Cr,< 1000 sqft
east,1,New Property,692.0,822.0,926.39,0.4,"['Dhruva Nursing Home And Diagnostic Centre', 'Kempanna Nursing Home', 'Sri Srinivasa Hospital Bengaluru Rural', 'Ashwini Hospital', 'Mission Hospital Bengaluru Rural', 'Shreyas Maternity Home', 'G E F Eye Hospital', 'Hoskote Government Hospital']","['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Water Storage', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal']",46.0,low,13.0755,77.7795,BCD City,Hoskote,4317.835900646596,< 50L,< 1000 sqft
east,1,Relatively New,416.0,494.0,556.74,0.31,"['Whitefield (Kadugodi) Metro Station', 'NH648', 'Bangalore International Academy', 'Vidyavana PU College', 'Rkb Sanjeevini Hospital', 'Kempegowda International Airport', 'Devangonthi Railway Station', 'International Tech Park Bangalore', 'Oakwood Residence Whitefield Bangalore']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",93.0,medium,12.9955,77.7655,Sowparnika Indraprastha,Soukya Road,5568.128749506053,< 50L,< 1000 sqft
east,1,Under Construction,,510.0,568.0,0.57,"['Forum Shantiniketan Mall', 'Soukya Road', 'MVJ College of Engineering', 'Shri Ram Global School', 'New Life Hospital', 'Kempegowda International Airport', 'Atal Bihari Botanical Garden', 'Radisson Blu Bengaluru ORR', 'Bangalore International Academy']","['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",52.0,medium,12.9955,77.7655,Provident Capella,Samethanahalli,10035.211267605631,50L-1Cr,< 1000 sqft
east,1,New Property,,687.0,765.0,0.7,"['Baiyappanahalli', 'Ascendas Park Square', 'Medahalli Kadugodi', 'NH75', 'Lake Montfort School', 'Cambridge PU College', 'Manipal Hospital', 'Kempegowda Airport', 'Andhra Bank', 'K.R. Puram', 'ITPL Whitefield', 'M Chinnaswamy Stadium', 'Click Art Museum', 'Bangalore Palace', 'Nayara Petrol Pump']","['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Park', 'Club house / Community Center']",37.0,low,13.0155,77.6955,Sobha Lake Gardens,KR Puram,9150.32679738562,50L-1Cr,< 1000 sqft
east,1,Relatively New,,306.0,340.0,0.69,"['Central Mall', 'New Horizon College of Engineering', 'Orchids The International', 'MAK Speciality', 'Belandur Road', 'Cessna Business Park', 'Embassy TechVillage', 'Global Technology Park']","['Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Natural Light', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center']",65.0,medium,12.9385,77.7165,Rohan Iksha,Bhoganhalli,20294.11764705882,50L-1Cr,< 1000 sqft
east,1,Relatively New,498.0,664.0,666.0,0.68,"['GrandPlus Hypermarket', 'Orion UPTOWN Mall', 'Decathlon', 'Bommenahalli village Govt school,', 'JK International Academy', 'Surya College of Nursing', 'Shri Ram Global School', 'Narayana e-Techno School', 'CANARA BANK ATM', 'East Point Hospital', 'Sri Sai Health Care', 'Bank of Baroda', 'Pruksa Silvana Childrens Park', 'Siemens', 'Indian Oil Petrol Pump']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",217.0,high,13.0155,77.7255,Prestige Tranquility,Budigere,10210.21021021021,50L-1Cr,< 1000 sqft
east,1,Relatively New,524.0,635.0,721.0,0.65,"['Seetharam Palya Metro Station', 'Central Mall', 'State Highway 35', 'Oakridge International School', 'Azim Premji University', 'Satya SaiHospital', 'Kempegowda International Airport', 'Whitefield Railway Station', 'International Tech Park Bangalore (ITPB)', 'Royal Orchid Suites', 'Fun World Amusement Park', 'Clover Greens Golf Course and Resort']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Visitor Parking', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",76.0,medium,12.8925,77.7795,Godrej 24,Sarjapur Road,9015.256588072121,50L-1Cr,< 1000 sqft
east,1,Relatively New,,580.0,645.0,0.43,"['Forum Value Mall', 'Phoenix Marketcity', 'D Mart', 'Greenwood High Pre School', 'Vibgyor High School', 'Vagdevi Vilas School', 'Ryan International School', ""St. Joseph's Convent School"", 'Government Hospital', 'Vydelhi Hospital', 'Columbia Asia Hospital', 'Svastha Hospital', 'International Tech Park', 'Sigma Soft Tech Park', 'Wipro Technologies,']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center', 'Waste Disposal', 'Rain Water Harvesting']",73.0,medium,12.9967,77.6966,Ruchira Aarna Homes,Narayanappa Garden,6666.666666666667,< 50L,< 1000 sqft
east,1,Relatively New,417.0,495.0,557.86,0.28,"['Whitefield (Kadugodi) Metro Station', 'NH648', 'Bangalore International Academy', 'Vidyavana PU College', 'Rkb Sanjeevini Hospital', 'Kempegowda International Airport', 'Devangonthi Railway Station', 'International Tech Park Bangalore', 'Oakwood Residence Whitefield Bangalore']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Park', 'Natural Light', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant']",72.0,medium,12.9955,77.7655,Sowparnika Indraprastha,Soukya Road,5019.180439536802,< 50L,< 1000 sqft
east,1,New Property,,659.0,733.0,0.49,"['Whitefield Kadugodi Metro Station', 'Nexus Shantiniketan Mall', 'Soukya Road', 'NH648', 'Shri Ram Global School', 'MVJ College of Engineering', 'RKB Sanjeevini Hospital', 'Kempegowda International Airport', 'Devangonthi Railway Station']","['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",50.0,medium,12.9955,77.7655,Sowparnika Columns,Soukya Road,6684.856753069577,< 50L,< 1000 sqft
east,1,Relatively New,,485.0,540.0,0.38,"['Sarjapur Road', 'Vasishta School of Excellence', 'Mugalore ST John Medical College', 'Town Hospital Sarjapura', 'Kempegowda International Airport', 'Global Technology Park', 'Imera Spa And Resorts']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Internet/wi-fi connectivity', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",143.0,medium,12.9505,77.7265,Ashish Green B Block,Varthur,7037.037037037037,< 50L,< 1000 sqft
east,1,Relatively New,375.0,447.0,500.0,0.38,"['Dharmaraya Swamy Temple', 'Shiva Temple', 'Venkateshwara Temple', 'State bank of india ATM', 'Government Hospital', 'Dentawell', 'Apollo Pharmacy', 'Amphitheater', 'Vinayaka Cinema', 'Canara bank', 'Chai Point', 'Damadhish Fine Dine - Family Restaurant', 'Unwind Island Restaurant', 'Sri Lakshmi Vaibav Hotel', 'Nila Bhima', 'Vagdevi School Canteen', 'Punjabi Khanna', 'Den Bakery', 'Energizer', 'Eatoz', 'Sura Whine Shop', 'Chez Mariannick', 'Lassi Corner', 'Chez Mariannick Bakery & Restaurant', 'Bhagini Iris', 'Vagdevi Vilas super school']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Rain Water Harvesting']",56.0,medium,12.9385,77.7165,New Dimensions Fifth Element,Gunjur,7600.0,< 50L,< 1000 sqft
